ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,radiant_t3_lost,dire_t3_lost,t3_adv,level_adv,lh_adv,dn_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,p_stratz,stratz_time,model
1786638434,8943815048,90290777299385346,5,1042,0.554795,17.3667,1082,,,0,3,3,0,0.368334,7,,336,0.000898189,0,0,0,0,-65,-22,0.0167866,,948,128,1082,64456,,,,,live_exact.pkl
1786638450,8943815048,90290777299385346,5,1058,0.577982,17.6333,756,,,0,3,3,0,0.368334,6,,185,-0.000890335,0,0,0,0,-59,-22,0.0115307,,370,128,756,65564,,,,,live_exact.pkl
1786638465,8943815048,90290777299385346,5,1073,0.495043,17.8833,663,,,0,3,3,0,0.368334,6,,49,-0.00418095,0,0,0,-1,-64,-23,0.0100005,,875,128,663,66297,,,,,live_exact.pkl
1786638480,8943815048,90290777299385346,5,1088,0.471988,18.1333,701,,,0,3,3,0,0.368334,6,,-59,-0.00775832,0,0,0,-1,-72,-24,0.0105314,,610,128,701,66563,,,,,live_exact.pkl
1786638496,8943815048,90290777299385346,5,1103,0.471988,18.3833,359,-723,,0,3,3,0,0.368334,6,,-308,-0.0120639,0,0,0,-1,-84,-24,0.00528711,,286,128,359,67901,,,,,live_exact.pkl
1786638511,8943815048,90290777299385346,5,1119,0.489796,18.65,988,232,,0,3,3,0,0.368334,7,,-330,-0.0174175,0,0,0,-1,-88,-24,0.014158,,435,128,988,69784,,,,,live_exact.pkl
1786638526,8943815048,90290777299385346,5,1134,0.495043,18.9,710,47,,0,3,3,0,0.368334,6,,-250,-0.0126059,0,0,0,-1,-83,-23,0.00996128,,1211,128,710,71276,,,,,live_exact.pkl
1786638541,8943815048,90290777299385346,5,1149,0.495043,19.15,701,0,,0,3,3,0,0.368334,6,,-354,-0.0152345,0,0,0,0,-84,-23,0.00968754,,986,128,701,72361,,,,,live_exact.pkl
1786638557,8943815048,90290777299385346,5,1165,0.582902,19.4167,1522,1163,,0,3,3,0,0.368334,7,,28,-0.0105723,0,0,0,1,-79,-23,0.0206233,,653,128,1522,73800,,,,,live_exact.pkl
1786638572,8943815048,90290777299385346,5,1180,0.634916,19.6667,3039,2051,,0,3,3,0,0.368334,9,,745,-0.00261069,0,0,0,2,-76,-23,0.0401215,,1518,128,3039,75745,,,,,live_exact.pkl
