ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,radiant_t3_lost,dire_t3_lost,t3_adv,level_adv,lh_adv,dn_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,p_stratz,stratz_time,model
1786872522,8948420293,90290995608455174,4,-50,0.571403,-0.833333,-50,,,0,0,0,0,0.810879,0,0,-50,-0.0131148,0,0,0,0,-1,0,-0.00826446,,0,128,-50,6050,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872539,8948420293,90290995608455174,4,-32,0.582233,-0.533333,-50,,0,0,0,0,0,0.810879,0,0,0,0.00338983,0,0,0,0,-1,0,-0.00833333,-0.000229568,0,128,-50,5950,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872555,8948420293,90290995608455174,4,-15,0.582233,-0.25,-50,,0,0,0,0,0,0.810879,0,0,0,0.00338983,0,0,0,0,-1,0,-0.00833333,-0.000118064,0,128,-50,5950,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872572,8948420293,90290995608455174,5,0,0.671118,0,350,,480,0,0,0,0,0.810879,0,0,80,0.00297619,0,0,0,0,-1,0,0.0549451,0.0758514,0,128,350,6370,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872589,8948420293,90290995608455174,5,17,0.580415,0.283333,-80,-30,-26.8657,0,0,0,0,0.810879,0,0,0,0.00463097,0,0,0,0,-1,0,-0.0114449,-0.00284817,120,128,-80,6990,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872604,8948420293,90290995608455174,5,31,0.582676,0.516667,-80,-30,-22.2222,0,0,0,0,0.810879,0,0,0,0.00449438,0,0,0,0,-1,0,-0.0111111,-0.00210863,-80,128,-80,7200,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872621,8948420293,90290995608455174,5,48,0.534118,0.8,-447,-397,-243.061,0,0,0,0,0.810879,0,0,-53,0.0117954,0,0,0,0,-6,1,-0.0595444,-0.0313959,-195,128,-447,7507,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872637,8948420293,90290995608455174,5,65,0.551170,1.08333,-294,-444,-127.304,0,0,0,0,0.810879,0,0,-57,0.00175158,0,0,0,-1,-4,1,-0.0370651,-0.0150264,-417,128,-294,7932,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872654,8948420293,90290995608455174,5,82,0.585089,1.36667,-28,52,10,0,0,0,0,0.810879,0,0,77,0.020929,0,0,0,0,-1,0,-0.00349913,0.00216606,-125,128,-28,8002,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872671,8948420293,90290995608455174,5,99,0.601587,1.65,93,253,57.5839,0,0,0,0,0.810879,0,0,48,0.00568812,0,0,0,0,3,0,0.0106983,0.007636,-28,128,93,8693,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872689,8948420293,90290995608455174,5,116,0.539249,1.93333,-172,198,-44.0964,0,0,0,0,0.810879,0,0,-54,-0.00249205,0,0,0,1,-4,-2,-0.0187568,-0.00379242,-148,128,-172,9170,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872706,8948420293,90290995608455174,5,133,0.556827,2.21667,9,169,19.3443,0,0,0,0,0.810879,0,0,-50,-0.0107607,0,0,0,1,-1,-5,0.000926975,0.00301359,-74,128,9,9709,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872723,8948420293,90290995608455174,5,150,0.517895,2.5,-280,-242,-69,0,0,0,0,0.810879,0,0,-86,-0.00288593,0,0,0,1,-5,-3,-0.0277613,-0.00584904,-166,128,-280,10086,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786872739,8948420293,90290995608455174,5,167,0.519522,2.78333,-301,-168,-69.4009,0,0,0,0,0.810879,0,0,-174,-0.0178057,0,0,0,0,-7,-3,-0.027873,-0.0054217,-140,128,-301,10799,9823272,10150538,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
