ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,radiant_t3_lost,dire_t3_lost,t3_adv,level_adv,lh_adv,dn_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,model
1786633759,8943687609,90290773984805888,5,976,0.436000,16.2667,-1447,-2854,-737.003,3,1,-2,0,0.14752,1,0,839,0.040888,0,0,0,0,55,-5,-0.0230271,-0.0158617,-975,128,-1447,62839,,,live_exact.pkl
1786633789,8943687609,90290773984805888,5,1006,0.413562,16.7667,-1906,-2566,-894.902,3,1,-2,0,0.14752,1,0,927,0.0471608,0,0,0,-2,42,-6,-0.0295467,-0.0180605,-1910,128,-1906,64508,,,live_exact.pkl
1786633835,8943687609,90290773984805888,5,1052,0.412844,17.5333,-2317,-870,-870.588,3,1,-2,0,0.14752,1,-1,972,0.0496869,0,0,0,-2,23,-6,-0.034006,-0.0157475,-2275,128,-2317,68135,,,live_exact.pkl
1786633865,8943687609,90290773984805888,5,1083,0.359504,18.05,-3749,-1843,-1284.9,4,1,-3,0,0.14752,1,-2,679,0.0519572,0,0,0,-3,9,-6,-0.0526552,-0.0219385,-3681,128,-3749,71199,,,live_exact.pkl
1786633881,8943687609,90290773984805888,5,1098,0.359504,18.3,-3750,-1844,-1255.1,4,1,-3,0,0.14752,1,-2,782,0.0541729,0,0,0,-3,8,-6,-0.0517156,-0.0209924,-3991,128,-3750,72512,,,live_exact.pkl
1786633972,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2064,1686,-626.25,4,2,-2,0,0.14752,4,1,1480,0.0531759,0,0,0,-1,9,-6,-0.0255458,-0.00936677,-1883,128,-2064,80796,,,live_exact.pkl
1786633988,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2064,1686,-626.25,4,2,-2,0,0.14752,4,1,1480,0.0531759,0,0,0,-1,9,-6,-0.0255458,-0.00936677,-2064,128,-2064,80796,,,live_exact.pkl
1786634003,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2064,1686,-626.25,4,2,-2,0,0.14752,4,1,1480,0.0531759,0,0,0,-1,9,-6,-0.0255458,-0.00936677,-2064,128,-2064,80796,,,live_exact.pkl
1786634018,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2064,1686,-626.25,4,2,-2,0,0.14752,4,1,1480,0.0531759,0,0,0,-1,9,-6,-0.0255458,-0.00936677,-2064,128,-2064,80796,,,live_exact.pkl
1786634033,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2064,1686,-626.25,4,2,-2,0,0.14752,4,1,1480,0.0531759,0,0,0,-1,9,-6,-0.0255458,-0.00936677,-2064,128,-2064,80796,,,live_exact.pkl
1786634049,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2064,1686,-626.25,4,2,-2,0,0.14752,4,1,1480,0.0531759,0,0,0,-1,9,-6,-0.0255458,-0.00936677,-2064,128,-2064,80796,,,live_exact.pkl
1786634064,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2064,1686,-626.25,4,2,-2,0,0.14752,4,1,1480,0.0531759,0,0,0,-1,9,-6,-0.0255458,-0.00936677,-2064,128,-2064,80796,,,live_exact.pkl
1786634079,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2065,1685,-626.429,4,2,-2,0,0.14752,4,1,1480,0.053183,0,0,0,-1,9,-6,-0.0255579,-0.00936892,-2064,128,-2065,80797,,,live_exact.pkl
1786634095,8943687609,90290773984805888,5,1190,0.471988,19.8333,-2065,1685,-626.429,4,2,-2,0,0.14752,4,1,1480,0.053183,0,0,0,-1,9,-6,-0.0255579,-0.00936892,-2064,128,-2065,80797,,,live_exact.pkl
1786634110,8943687609,90290773984805888,5,1191,0.471988,19.85,-2103,1647,-631.335,4,2,-2,0,0.14752,4,1,1440,0.0524659,0,0,0,-1,8,-6,-0.0260057,-0.00942085,-2064,128,-2103,80867,,,live_exact.pkl
1786634125,8943687609,90290773984805888,5,1206,0.495043,20.1,-1314,2436,-469.943,4,3,-1,0,0.14752,4,1,1720,0.0518234,0,0,0,0,10,-6,-0.0158888,-0.00729492,-2064,128,-1314,82700,,,live_exact.pkl
1786634141,8943687609,90290773984805888,5,1222,0.494898,20.3667,-1763,1987,-619.544,4,3,-1,0,0.14752,4,1,1829,0.0568222,0,0,0,0,4,-6,-0.0208622,-0.00891711,-1291,128,-1763,84507,,,live_exact.pkl
1786634156,8943687609,90290773984805888,5,1237,0.494898,20.6167,-1803,1947,-481.368,4,3,-1,0,0.14752,4,1,1889,0.0578692,0,0,0,0,1,-6,-0.0211186,-0.00631866,-1816,128,-1803,85375,,,live_exact.pkl
1786634171,8943687609,90290773984805888,5,1252,0.489796,20.8667,-2002,101,-496.025,4,3,-1,0,0.14752,4,1,2025,0.0610133,0,0,0,-2,11,-6,-0.0229078,-0.0063577,-1946,128,-2002,87394,,,live_exact.pkl
1786634187,8943687609,90290773984805888,5,1268,0.489796,21.1333,-2146,-832,-498.107,4,3,-1,0,0.14752,4,1,1894,0.0585452,0,0,0,-2,9,-6,-0.0243349,-0.00631009,-2020,128,-2146,88186,,,live_exact.pkl
1786634202,8943687609,90290773984805888,5,1283,0.495043,21.3833,-2076,-313,-122.932,4,3,-1,0,0.14752,4,3,2014,0.0597032,0,0,0,-3,15,-6,-0.0231062,-1.54599e-05,-2256,128,-2076,89846,,,live_exact.pkl
1786634217,8943687609,90290773984805888,5,1298,0.489796,21.6333,-2408,-605,-179.068,5,3,-2,0,0.14752,4,3,1959,0.0593295,0,0,0,-2,20,-6,-0.0261853,-0.000588484,-2599,128,-2408,91960,,,live_exact.pkl
1786634232,8943687609,90290773984805888,5,1313,0.436000,21.8833,-3349,-1347,-282.02,5,3,-2,0,0.14752,3,2,1538,0.0563123,0,0,0,-2,18,-6,-0.0362976,-0.00131939,-2453,128,-3349,92265,,,live_exact.pkl
1786634248,8943687609,90290773984805888,5,1329,0.413562,22.15,-4144,-1998,-415.728,5,3,-2,0,0.14752,2,1,893,0.0465815,0,0,0,-6,27,-6,-0.0437555,-0.00263941,-2902,128,-4144,94708,,,live_exact.pkl
1786634263,8943687609,90290773984805888,5,1344,0.413562,22.4,-3963,-1887,-365.148,5,3,-2,0,0.14752,2,1,766,0.0420665,0,0,0,-6,32,-6,-0.0413817,-0.00210088,-4082,128,-3963,95767,,,live_exact.pkl
1786634278,8943687609,90290773984805888,5,1359,0.410072,22.65,-4329,-1921,-393.225,5,3,-2,0,0.14752,2,1,586,0.0403265,0,0,0,-6,24,-6,-0.0448076,-0.00211107,-4054,128,-4329,96613,,,live_exact.pkl
1786634293,8943687609,90290773984805888,5,1375,0.436000,22.9167,-3679,-330,-253.003,5,3,-2,0,0.14752,3,2,730,0.0379446,0,0,0,-4,17,-6,-0.0374449,-0.000638804,-4310,128,-3679,98251,,,live_exact.pkl
1786634309,8943687609,90290773984805888,5,1390,0.480438,23.1667,-3518,626,45.1466,5,3,-2,0,0.14752,3,2,822,0.0381684,0,0,0,-3,22,-6,-0.035305,0.00339093,-3570,128,-3518,99646,,,live_exact.pkl
1786634339,8943687609,90290773984805888,5,1420,0.495043,23.6667,-3453,876,55.3416,5,3,-2,0,0.14752,3,2,1463,0.0493505,0,0,0,-1,18,-6,-0.0337256,0.00335216,-3197,128,-3453,102385,,,live_exact.pkl
1786634355,8943687609,90290773984805888,5,1436,0.495043,23.9333,-2954,725,141.302,5,3,-2,0,0.14752,3,2,1590,0.0483569,0,0,0,-1,29,-6,-0.0285676,0.00410912,-3060,128,-2954,103404,,,live_exact.pkl
1786634370,8943687609,90290773984805888,5,1451,0.495043,24.1833,-2704,814,177.79,5,3,-2,0,0.14752,3,2,1633,0.0470766,0,0,0,-2,24,-6,-0.0258464,0.00439703,-2994,128,-2704,104618,,,live_exact.pkl
1786634385,8943687609,90290773984805888,5,1466,0.495043,24.4333,-2589,929,189.293,5,3,-2,0,0.14752,3,2,1566,0.0447235,0,0,0,-2,26,-6,-0.0245043,0.00443662,-2807,128,-2589,105655,,,live_exact.pkl
1786634400,8943687609,90290773984805888,5,1481,0.495043,24.6833,-1993,1460,275.248,5,3,-2,0,0.14752,3,2,1790,0.0451025,0,0,0,-2,40,-5,-0.0187061,0.0051712,-2663,128,-1993,106543,,,live_exact.pkl
1786634416,8943687609,90290773984805888,5,1497,0.413562,24.95,-1897,1057,40.3922,5,3,-2,0,0.14752,3,-1,1822,0.0445692,0,0,0,-1,39,-5,-0.0175555,0.00165689,-2098,128,-1897,108057,,,live_exact.pkl
