ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,radiant_t3_lost,dire_t3_lost,t3_adv,level_adv,lh_adv,dn_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,p_stratz,stratz_time,model
1786734427,8945723829,90290940086642694,5,937,0.644128,15.6167,3444,,,1,2,1,0,0.291452,-4,,-118,-0.0357743,0,0,0,0,-8,-13,0.0579505,,3281,128,3444,59430,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734444,8945723829,90290940086642694,5,954,0.634732,15.9,2783,,,1,2,1,0,0.291452,-5,,-305,-0.0355641,0,0,0,0,-6,-13,0.0458613,,3459,128,2783,60683,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734461,8945723829,90290940086642694,5,970,0.639960,16.1667,3087,,,1,3,2,0,0.291452,-5,,-345,-0.0388726,0,0,0,-1,-15,-13,0.0497334,,2638,128,3087,62071,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734477,8945723829,90290940086642694,5,987,0.668941,16.45,4522,1241,,1,3,2,0,0.291452,-4,,-15,-0.0402387,0,0,0,1,-15,-13,0.0705196,,4064,128,4522,64124,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734494,8945723829,90290940086642694,5,1003,0.719816,16.7167,5108,1661,,1,3,2,0,0.291452,-3,,-214,-0.0510112,0,0,0,0,-25,-13,0.0781016,,4194,128,5108,65402,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734511,8945723829,90290940086642694,5,1020,0.764606,17,6224,3441,,1,3,2,0,0.291452,-3,,-44,-0.0540114,0,0,0,1,-13,-13,0.093196,,5852,128,6224,66784,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734527,8945723829,90290940086642694,5,1036,0.752706,17.2667,6004,1747,,1,3,2,0,0.291452,-3,,235,-0.0432673,0,0,0,2,-19,-13,0.0882889,,6144,128,6004,68004,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734543,8945723829,90290940086642694,5,1053,0.657528,17.55,4133,17,,1,3,2,0,0.291452,-5,,196,-0.0286821,0,0,0,0,-15,-13,0.0601592,,4156,128,4133,68701,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734560,8945723829,90290940086642694,5,1069,0.649530,17.8167,3932,-1486,,1,3,2,0,0.291452,-5,,270,-0.0245325,0,0,0,-1,-17,-13,0.056255,,4643,128,3932,69896,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734576,8945723829,90290940086642694,5,1086,0.593180,18.1,2276,-3897,,2,3,1,0,0.291452,-7,,-316,-0.0274332,0,0,0,-3,-10,-13,0.0317045,,2103,128,2276,71788,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734593,8945723829,90290940086642694,5,1103,0.599827,18.3833,2566,-3563,,2,3,1,0,0.291452,-7,,-264,-0.0279808,0,0,0,-3,-6,-13,0.0353912,,2607,128,2566,72504,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734609,8945723829,90290940086642694,5,1119,0.566710,18.65,1534,-2599,,2,3,1,0,0.291452,-8,,-564,-0.0274407,0,0,0,-2,-12,-13,0.0207555,,1780,128,1534,73908,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734626,8945723829,90290940086642694,5,1135,0.556658,18.9167,872,-2249,,2,3,1,0,0.291452,-8,,-727,-0.0261904,0,0,0,-2,-21,-13,0.0116288,,1352,128,872,74986,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734642,8945723829,90290940086642694,5,1152,0.597023,19.2,2245,-31,,2,3,1,0,0.291452,-7,,-617,-0.0332375,0,0,0,-2,-18,-13,0.0293852,,2050,128,2245,76399,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734659,8945723829,90290940086642694,5,1168,0.607746,19.4667,2076,-386,,2,3,1,0,0.291452,-7,,-610,-0.0311329,0,0,0,0,-3,-13,0.0265256,,1448,128,2076,78264,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734675,8945723829,90290940086642694,5,1185,0.577249,19.75,1464,-70,,2,3,1,0,0.291452,-7,,-942,-0.0344623,0,0,0,0,-14,-13,0.0184007,,1965,128,1464,79562,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734692,8945723829,90290940086642694,5,1201,0.621229,20.0167,2435,1663,,2,3,1,0,0.291452,-7,,-558,-0.0314546,0,0,0,0,2,-13,0.0300874,,1709,128,2435,80931,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734708,8945723829,90290940086642694,5,1217,0.623704,20.2833,2663,379,,2,3,1,0,0.291452,-7,,-381,-0.0284122,0,0,0,-1,2,-13,0.0325578,,2306,128,2663,81793,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734725,8945723829,90290940086642694,5,1235,0.516651,20.5833,973,-842,-460.728,2,3,1,0,0.291452,-9,-5,-894,-0.0278197,0,0,0,-2,1,-13,0.011548,-0.00876487,954,128,973,84257,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734741,8945723829,90290940086642694,5,1251,0.475491,20.85,364,-1140,-600.984,2,3,1,0,0.291452,-9,-5,-1193,-0.0304154,0,0,0,-3,-11,-13,0.00426739,-0.0104016,980,128,364,85298,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734758,8945723829,90290940086642694,5,1268,0.518991,21.1333,876,-1560,-303.179,2,3,1,0,0.291452,-8,-3,-1216,-0.0336733,0,0,0,-2,-7,-13,0.0100648,-0.00578458,967,128,876,87036,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734775,8945723829,90290940086642694,5,1284,0.589038,21.4,2891,-577,-222.745,2,3,1,0,0.291452,-6,-2,-1070,-0.0424269,0,0,0,-1,-12,-13,0.0323411,-0.00616052,876,128,2891,89391,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734791,8945723829,90290940086642694,5,1301,0.600739,21.6833,2958,1978,-245.563,2,3,1,0,0.291452,-6,-2,-1206,-0.0455539,0,0,0,-1,-11,-13,0.0327974,-0.00631061,2970,128,2958,90190,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734808,8945723829,90290940086642694,5,1318,0.599748,21.9667,3170,2806,-554.4,2,3,1,0,0.291452,-6,-3,-1149,-0.0449542,0,0,0,-1,-8,-13,0.0345579,-0.0109871,3353,128,3170,91730,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734825,8945723829,90290940086642694,5,1334,0.498070,22.2333,936,196,-1010.8,2,3,1,0,0.291452,-9,-6,-2257,-0.0538865,0,0,0,-3,-6,-13,0.0099619,-0.0156382,3273,128,936,93958,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734842,8945723829,90290940086642694,5,1352,0.400631,22.5333,-925,-3932,-1002.83,2,3,1,0,0.291452,-10,-5,-3047,-0.0575701,0,0,0,-5,-13,-13,-0.0096041,-0.0138531,-154,128,-925,96313,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734859,8945723829,90290940086642694,5,1369,0.321308,22.8167,-2033,-5322,-1227.42,3,3,0,0,0.291452,-10,-5,-3140,-0.0516526,0,0,0,-6,-23,-13,-0.0207008,-0.0159358,-1240,128,-2033,98209,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734875,8945723829,90290940086642694,5,1385,0.358370,23.0833,-2207,-4693,-845.098,3,3,0,0,0.291452,-10,-3,-3092,-0.049054,0,0,0,-7,-32,-13,-0.022216,-0.0101228,-1915,128,-2207,99343,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786734892,8945723829,90290940086642694,5,1401,0.423389,23.35,-1120,-838,-727.327,3,3,0,0,0.291452,-9,-2,-2900,-0.050721,0,0,0,-3,-31,-13,-0.0110657,-0.00917108,-1408,128,-1120,101214,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
