ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,radiant_t3_lost,dire_t3_lost,t3_adv,level_adv,lh_adv,dn_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,model
1786629147,8943466067,90290766657712134,5,3422,0.915994,57.0333,17563,969,2211.37,6,7,1,1,0.0230535,11,4,7128,0.0175777,0,1,1,11,20,5,0.0637299,0.0076315,16574,128,17563,275585,10150538,5017210,exact_b.pkl
1786629162,8943466067,90290766657712134,5,3437,0.915994,57.2833,18192,2418,2544.71,6,7,1,1,0.0230535,11,4,7278,0.0171875,0,1,1,11,30,5,0.0655558,0.00884253,16826,128,18192,277504,10150538,5017210,exact_b.pkl
1786629178,8943466067,90290766657712134,5,3452,0.915994,57.5333,17932,1259,2526.08,6,7,1,1,0.0230535,11,4,6962,0.01529,0,1,1,10,29,5,0.0644304,0.00877133,17423,128,17932,278316,10150538,5017210,exact_b.pkl
1786629193,8943466067,90290766657712134,5,3467,0.962687,57.7833,21908,5241,3391.08,6,7,1,1,0.0230535,13,6,8513,0.019012,0,1,1,11,40,5,0.0780995,0.011796,18224,128,21908,280514,10150538,5017210,exact_b.pkl
1786629208,8943466067,90290766657712134,5,3483,0.962687,58.05,21959,4396,3422.94,6,7,1,1,0.0230535,13,6,8586,0.0194743,0,1,1,11,37,5,0.0778989,0.0118519,19125,128,21959,281891,10150538,5017210,exact_b.pkl
1786629224,8943466067,90290766657712134,5,3498,0.952542,58.3,23001,4809,2767.25,6,7,1,1,0.0230535,13,5,8672,0.0179998,0,1,1,10,37,5,0.0817049,0.00923767,21824,128,23001,281513,10150538,5017210,exact_b.pkl
1786629239,8943466067,90290766657712134,5,3513,0.952542,58.55,22851,4919,2669.7,6,7,1,1,0.0230535,13,5,8672,0.0183782,0,1,1,10,36,5,0.0807733,0.00881692,21918,128,22851,282903,10150538,5017210,exact_b.pkl
1786629254,8943466067,90290766657712134,5,3529,0.952542,58.8167,24000,2092,3700,6,7,1,1,0.0230535,13,5,9246,0.0201135,0,1,1,11,59,5,0.0841739,0.0126301,23001,128,24000,285124,10150538,5017210,exact_b.pkl
1786629269,8943466067,90290766657712134,5,3544,0.923077,59.0667,24150,2191,2753.92,6,7,1,1,0.0230535,13,3,9246,0.019835,0,1,1,11,60,5,0.0845884,0.00887608,23476,128,24150,285500,10150538,5017210,exact_b.pkl
1786629285,8943466067,90290766657712134,5,3559,0.923077,59.3167,24914,1913,2681.57,6,7,1,1,0.0230535,13,2,9788,0.0220129,0,1,1,11,75,5,0.0867467,0.00846603,24084,128,24914,287204,10150538,5017210,exact_b.pkl
1786629300,8943466067,90290766657712134,5,3575,0.923077,59.5833,25252,2401,2455.29,6,7,1,1,0.0230535,13,2,10150,0.023721,0,1,1,11,81,5,0.0877202,0.00759943,24624,128,25252,287870,10150538,5017210,exact_b.pkl
1786629315,8943466067,90290766657712134,5,3590,0.923077,59.8333,25174,1174,2252.35,6,7,1,1,0.0230535,13,2,10300,0.0247131,0,1,1,11,80,5,0.0870789,0.00684883,24979,128,25174,289094,10150538,5017210,exact_b.pkl
1786629331,8943466067,90290766657712134,5,3605,0.923077,60.0833,24660,510,1868.04,6,7,1,1,0.0230535,13,2,9856,0.0223323,0,1,1,11,72,5,0.0850996,0.00545898,25298,128,24660,289778,10150538,5017210,exact_b.pkl
1786629346,8943466067,90290766657712134,5,3620,0.923077,60.3333,25362,448,1975.28,6,7,1,1,0.0230535,13,2,9903,0.0213824,0,1,1,11,86,5,0.0872188,0.00577604,25086,128,25362,290786,10150538,5017210,exact_b.pkl
1786629361,8943466067,90290766657712134,5,3636,0.915994,60.6,24793,-459,1858.43,6,7,1,1,0.0230535,13,2,9774,0.0215025,0,1,1,10,79,5,0.0850109,0.00536344,24762,128,24793,291645,10150538,5017210,exact_b.pkl
1786629376,8943466067,90290766657712134,5,3651,0.915994,60.85,24469,-705,1522.94,6,7,1,1,0.0230535,13,2,9548,0.020535,0,1,1,10,74,5,0.0833637,0.00413333,25278,128,24469,293521,10150538,5017210,exact_b.pkl
1786629392,8943466067,90290766657712134,5,3666,0.915994,61.1,24201,-459,1496.46,6,7,1,1,0.0230535,13,2,9391,0.0195882,0,1,1,10,65,5,0.081906,0.004004,24825,128,24201,295473,10150538,5017210,exact_b.pkl
1786629407,8943466067,90290766657712134,5,3681,0.923077,61.35,25188,-174,1851.93,6,7,1,1,0.0230535,13,2,9722,0.0198171,0,1,1,11,80,5,0.0845138,0.00512383,24495,128,25188,298034,10150538,5017210,exact_b.pkl
1786629422,8943466067,90290766657712134,5,3696,0.915994,61.6,24586,-207,1556.66,6,7,1,1,0.0230535,13,2,9394,0.0185696,0,1,1,11,78,5,0.0822071,0.00409621,24568,128,24586,299074,10150538,5017210,exact_b.pkl
1786629438,8943466067,90290766657712134,5,3712,0.923077,61.8667,25505,1036,1732.94,6,7,1,1,0.0230535,13,2,9695,0.0188681,0,1,1,11,100,5,0.0848484,0.00469178,25254,128,25505,300595,10150538,5017210,exact_b.pkl
1786629453,8943466067,90290766657712134,5,3727,0.923077,62.1167,25682,1481,1597.18,6,7,1,1,0.0230535,13,2,9729,0.0183605,0,1,1,11,106,5,0.084975,0.00417937,25622,128,25682,302230,10150538,5017210,exact_b.pkl
1786629468,8943466067,90290766657712134,5,3743,0.952542,62.3833,26513,1325,1631.57,6,7,1,1,0.0230535,13,2,9757,0.0168967,0,1,1,11,120,5,0.0870349,0.00421158,25130,128,26513,304625,10150538,5017210,exact_b.pkl
1786629484,8943466067,90290766657712134,5,3758,0.923077,62.6333,25724,1138,1527.84,6,7,1,1,0.0230535,13,2,9350,0.0155488,0,1,1,11,107,5,0.0837855,0.00379513,25670,128,25724,307022,10150538,5017210,exact_b.pkl
1786629499,8943466067,90290766657712134,5,3773,0.915994,62.8833,26314,809,863.922,6,7,1,1,0.0230535,13,0,9758,0.0170999,0,1,1,12,132,5,0.0851933,0.00139095,25772,128,26314,308874,10150538,5017210,exact_b.pkl
1786629514,8943466067,90290766657712134,5,3789,0.915994,63.15,26770,1088,943.333,6,7,1,1,0.0230535,13,0,10209,0.0190781,0,1,1,12,120,5,0.0860014,0.00158872,25964,128,26770,311274,10150538,5017210,exact_b.pkl
1786629529,8943466067,90290766657712134,5,3804,0.915994,63.4,27052,539,794.314,6,7,1,1,0.0230535,13,0,10529,0.0204838,0,1,1,11,124,5,0.0862809,0.000897252,26259,128,27052,313534,10150538,5017210,exact_b.pkl
1786629545,8943466067,90290766657712134,5,3819,0.915994,63.65,27214,1490,855.49,6,7,1,1,0.0230535,13,0,10935,0.0226571,0,1,1,10,127,5,0.0864447,0.00111204,26500,128,27214,314814,10150538,5017210,exact_b.pkl
1786629560,8943466067,90290766657712134,5,3834,0.915994,63.9,27616,1302,711.344,6,7,1,1,0.0230535,13,0,11344,0.0244288,0,1,1,10,138,5,0.0873184,0.00061858,26690,128,27616,316268,10150538,5017210,exact_b.pkl
1786629575,8943466067,90290766657712134,5,3850,0.915994,64.1667,28548,1778,862.353,6,7,1,1,0.0230535,13,0,11228,0.0219159,0,1,1,10,151,5,0.0897646,0.00101492,27255,128,28548,318032,10150538,5017210,exact_b.pkl
1786629591,8943466067,90290766657712134,5,3865,0.843982,64.4167,24989,-2063,14.7059,6,7,1,1,0.0230535,12,-1,10880,0.0256458,0,1,1,10,139,5,0.0783774,-0.00164103,28061,128,24989,318829,10150538,5017210,exact_b.pkl
1786629606,8943466067,90290766657712134,5,3880,0.843982,64.6667,22795,-4419,-483.344,6,7,1,1,0.0230535,14,1,10146,0.02384,0,1,1,9,129,5,0.0723382,-0.00302596,28533,128,22795,315117,10150538,5017210,exact_b.pkl
1786629621,8943466067,90290766657712134,5,3896,0.952542,64.9333,33090,5474,1552.16,6,7,1,1,0.0230535,16,3,15405,0.0409184,0,1,1,10,126,5,0.106365,0.00378162,23212,128,33090,311098,10150538,5017210,exact_b.pkl
1786629636,8943466067,90290766657712134,5,3911,0.962687,65.1833,35720,7172,2168.63,6,7,1,1,0.0230535,17,4,16036,0.0401087,0,1,1,10,116,5,0.11365,0.00559813,22804,128,35720,314298,10150538,5017210,exact_b.pkl
1786629652,8943466067,90290766657712134,5,3926,0.962687,65.4333,37528,12539,2385.49,6,7,1,1,0.0230535,17,4,16036,0.0369394,0,1,1,10,133,5,0.119293,0.00628912,25387,128,37528,314586,10150538,5017210,exact_b.pkl
1786629667,8943466067,90290766657712134,5,3942,0.962687,65.7,37415,14620,2474.9,6,7,1,1,0.0230535,17,4,16186,0.0381999,0,1,1,10,136,5,0.117791,0.00642746,35732,128,37415,317639,10150538,5017210,exact_b.pkl
1786629682,8943466067,90290766657712134,5,3957,0.962687,65.95,39741,6651,2994.51,6,7,1,1,0.0230535,17,4,16448,0.035785,0,1,1,9,140,5,0.123577,0.00788496,36014,128,39741,321589,10150538,5017210,exact_b.pkl
1786629698,8943466067,90290766657712134,5,3972,0.972028,66.2,41586,5866,3408.82,6,7,1,1,0.0230535,17,4,16992,0.0357565,0,1,1,8,151,5,0.128149,0.00906718,38377,128,41586,324514,10150538,5017210,exact_b.pkl
1786629713,8943466067,90290766657712134,5,3987,0.976331,66.45,42805,5277,3454.31,6,8,2,2,0.0230535,17,4,17351,0.0356385,0,2,2,8,145,5,0.131208,0.00915577,40478,128,42805,326237,10150538,5017210,exact_b.pkl
1786629728,8943466067,90290766657712134,5,4003,0.985507,66.7167,44211,6796,3835.5,6,8,2,3,0.0230535,17,4,17917,0.0365967,0,2,2,8,153,5,0.134433,0.0102071,41331,128,44211,328869,10150538,5017210,exact_b.pkl
1786629743,8943466067,90290766657712134,5,4018,0.987310,66.9667,44598,4857,3743.73,6,8,2,4,0.0230535,17,4,18038,0.036663,0,2,2,8,146,5,0.135018,0.00983714,42618,128,44598,330312,10150538,5017210,exact_b.pkl
1786629759,8943466067,90290766657712134,5,4033,0.987310,67.2167,44888,3302,3765.88,6,8,2,4,0.0230535,17,4,18319,0.0377239,0,2,2,9,152,5,0.135572,0.00992088,43690,128,44888,331102,10150538,5017210,exact_b.pkl
1786629774,8943466067,90290766657712134,5,4049,0.987310,67.4833,43256,451,3282.94,6,8,2,4,0.0230535,17,4,17712,0.0362003,0,2,2,9,145,5,0.130064,0.00843699,44647,128,43256,332576,10150538,5017210,exact_b.pkl
1786629789,8943466067,90290766657712134,5,4064,0.987310,67.7333,44421,210,3666.08,6,8,2,4,0.0230535,17,4,17924,0.0352737,0,2,2,9,154,5,0.132621,0.00957558,44798,128,44421,334947,10150538,5017210,exact_b.pkl
1786629805,8943466067,90290766657712134,5,4079,0.987310,67.9833,44987,389,3661.37,6,8,2,4,0.0230535,17,4,18050,0.0347898,0,2,2,9,164,5,0.133518,0.00947534,43588,128,44987,336937,10150538,5017210,exact_b.pkl
1786629820,8943466067,90290766657712134,5,4095,0.987310,68.25,45109,221,3595.88,6,8,2,4,0.0230535,17,4,18244,0.0354769,0,2,2,9,166,5,0.132937,0.00920315,44787,128,45109,339325,10150538,5017210,exact_b.pkl
1786629835,8943466067,90290766657712134,5,4110,0.987310,68.5,46542,3286,3821.57,6,8,2,4,0.0230535,17,4,18838,0.0362758,0,2,2,9,183,5,0.13623,0.009794,45009,128,46542,341642,10150538,5017210,exact_b.pkl
1786629851,8943466067,90290766657712134,5,4125,0.992537,68.75,48500,4079,4173.73,6,8,2,4,0.0230535,18,5,20006,0.0395448,0,2,2,10,182,5,0.140927,0.0106828,45631,128,48500,344150,10150538,5017210,exact_b.pkl
1786629866,8943466067,90290766657712134,5,4140,0.992537,69,48689,3702,4131.96,6,8,2,4,0.0230535,18,5,20006,0.0392896,0,2,2,10,178,5,0.141131,0.0105515,46355,128,48689,344991,10150538,5017210,exact_b.pkl
1786629881,8943466067,90290766657712134,5,4155,0.992537,69.25,49578,4469,4137.05,6,8,2,4,0.0230535,18,5,20648,0.041236,0,2,2,10,193,5,0.143116,0.0104954,46244,128,49578,346418,10150538,5017210,exact_b.pkl
1786629897,8943466067,90290766657712134,5,4171,0.992925,69.5167,50811,4269,5063.14,6,8,2,4,0.0230535,18,6,21304,0.0427053,0,2,2,10,206,5,0.145995,0.0132583,48592,128,50811,348033,10150538,5017210,exact_b.pkl
1786629912,8943466067,90290766657712134,5,4186,0.987310,69.7667,51391,2891,5607.06,6,8,2,4,0.0230535,18,4,21679,0.0438059,0,2,2,10,214,5,0.146914,0.0146227,49830,128,51391,349803,10150538,5017210,exact_b.pkl
1786629927,8943466067,90290766657712134,5,4202,0.987310,70.0333,54016,5327,4103.14,6,9,3,4,0.0230535,19,3,22310,0.04314,0,3,3,10,219,5,0.152939,0.00913217,51361,128,54016,353186,10150538,5017210,exact_b.pkl
1786629942,8943466067,90290766657712134,5,4217,0.987310,70.2833,55721,6143,3921.76,6,9,3,6,0.0230535,19,2,23296,0.0455277,0,3,3,10,220,5,0.156423,0.00838693,52044,128,55721,356219,10150538,5017210,exact_b.pkl
1786629958,8943466067,90290766657712134,5,4232,0.987310,70.5333,55853,5042,3593.14,6,9,3,6,0.0230535,19,2,23622,0.0469329,0,3,3,10,222,5,0.156486,0.00729278,53064,128,55853,356919,10150538,5017210,exact_b.pkl
1786629973,8943466067,90290766657712134,5,4248,0.992925,70.8,61636,10245,4749.22,6,9,3,6,0.0230535,20,3,24102,0.0398098,0,3,3,11,228,5,0.173823,0.0109867,55265,128,61636,354590,10150538,5017210,exact_b.pkl
1786629988,8943466067,90290766657712134,5,4263,0.997000,71.05,64391,10375,4833.33,6,10,4,6,0.0230535,21,4,24591,0.0375588,0,3,3,11,220,5,0.180702,0.0112009,55728,128,64391,356339,10150538,5017210,exact_b.pkl
1786630004,8943466067,90290766657712134,5,4278,0.997000,71.3,66894,11173,4962.35,6,10,4,6,0.0230535,22,5,25110,0.0370233,0,3,3,11,233,5,0.186389,0.0114198,58024,128,66894,358894,10150538,5017210,exact_b.pkl
1786630019,8943466067,90290766657712134,6,4282,0.997000,71.3667,67194,11473,4956.39,,,,,0.0516453,22,5,25110,0.0366069,,,,11,235,5,0.187027,0.0113959,62741,128,67194,359274,,,exact_b.pkl
1786630034,8943466067,90290766657712134,6,4282,0.997000,71.3667,67194,11473,4956.39,,,,,0.0516453,22,5,25110,0.0366069,,,,11,235,5,0.187027,0.0113959,62741,128,67194,359274,,,exact_b.pkl
1786630049,8943466067,90290766657712134,6,4282,0.997000,71.3667,67194,11473,4956.39,,,,,0.0516453,22,5,25110,0.0366069,,,,11,235,5,0.187027,0.0113959,62741,128,67194,359274,,,exact_b.pkl
1786630065,8943466067,90290766657712134,6,4282,0.997000,71.3667,67194,11473,4956.39,,,,,0.0516453,22,5,25110,0.0366069,,,,11,235,5,0.187027,0.0113959,62741,128,67194,359274,,,exact_b.pkl
1786630080,8943466067,90290766657712134,6,4282,0.997000,71.3667,67194,11473,4956.39,,,,,0.0516453,22,5,25110,0.0366069,,,,11,235,5,0.187027,0.0113959,62741,128,67194,359274,,,exact_b.pkl
