ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,model
1786617669,8943267925,90290758738809862,5,897,0.435940,14.95,904,,,2,0,-2,0,-0.275741,0,,161,-0.00401482,0.015858,,95,128,904,57006,9247354,9572001,live.pkl
1786617684,8943267925,90290758738809862,5,912,0.452794,15.2,1548,,,2,0,-2,0,-0.275741,0,,500,0.000900927,0.0266034,,858,128,1548,58188,9247354,9572001,live.pkl
1786617699,8943267925,90290758738809862,5,927,0.452794,15.45,1524,,,2,0,-2,0,-0.275741,0,,552,0.00278245,0.0258279,,968,128,1524,59006,9247354,9572001,live.pkl
1786617715,8943267925,90290758738809862,5,943,0.452794,15.7167,1877,,,2,0,-2,0,-0.275741,1,,536,-0.00119519,0.0309659,,1796,128,1877,60615,9247354,9572001,live.pkl
1786617730,8943267925,90290758738809862,5,958,0.521405,15.9667,2774,1870,,2,1,-1,0,-0.275741,1,,703,-0.00423799,0.0442664,,2517,128,2774,62666,9247354,9572001,live.pkl
1786617746,8943267925,90290758738809862,5,974,0.521405,16.2333,2676,1128,,2,1,-1,0,-0.275741,1,,704,-0.00365914,0.0417095,,2554,128,2676,64158,9247354,9572001,live.pkl
1786617761,8943267925,90290758738809862,5,989,0.550356,16.4833,3323,1799,,2,1,-1,0,-0.275741,2,,928,-0.0030088,0.0504762,,2380,128,3323,65833,9247354,9572001,live.pkl
1786617776,8943267925,90290758738809862,5,1004,0.550356,16.7333,3151,1274,,2,1,-1,0,-0.275741,2,,945,-0.000879976,0.0470432,,3323,128,3151,66981,9247354,9572001,live.pkl
1786617792,8943267925,90290758738809862,5,1020,0.550356,17,3840,1066,,2,2,0,0,-0.275741,2,,1132,-0.00168316,0.056024,,3088,128,3840,68542,9247354,9572001,live.pkl
1786617807,8943267925,90290758738809862,5,1035,0.550356,17.25,3640,964,,2,2,0,0,-0.275741,2,,761,-0.0107662,0.0522523,,3841,128,3640,69662,9247354,9572001,live.pkl
1786617822,8943267925,90290758738809862,5,1049,0.550356,17.4833,3614,291,,2,2,0,0,-0.275741,2,,788,-0.00958451,0.0510539,,3765,128,3614,70788,9247354,9572001,live.pkl
1786617837,8943267925,90290758738809862,5,1065,0.550356,17.75,3562,411,,2,2,0,0,-0.275741,2,,664,-0.0121283,0.0494557,,3158,128,3562,72024,9247354,9572001,live.pkl
1786617853,8943267925,90290758738809862,5,1081,0.552204,18.0167,4019,179,,2,2,0,0,-0.275741,2,,615,-0.0167356,0.0543497,,4313,128,4019,73947,9247354,9572001,live.pkl
1786617868,8943267925,90290758738809862,5,1096,0.629745,18.2667,4589,949,,2,2,0,0,-0.275741,2,,950,-0.0123598,0.060446,,4241,128,4589,75919,9247354,9572001,live.pkl
1786617883,8943267925,90290758738809862,5,1111,0.629745,18.5167,4939,1325,,2,2,0,0,-0.275741,2,,1027,-0.0132531,0.063804,,4743,128,4939,77409,9247354,9572001,live.pkl
1786617899,8943267925,90290758738809862,5,1127,0.629745,18.7833,4726,1164,,2,2,0,0,-0.275741,2,,1064,-0.0105894,0.0600097,,4977,128,4726,78754,9247354,9572001,live.pkl
1786617914,8943267925,90290758738809862,5,1142,0.629745,19.0333,4948,929,,2,2,0,0,-0.275741,2,,977,-0.013923,0.0618083,,4779,128,4948,80054,9247354,9572001,live.pkl
1786617929,8943267925,90290758738809862,5,1157,0.622826,19.2833,4257,-332,,2,2,0,0,-0.275741,2,,717,-0.0149587,0.0526147,,4784,128,4257,80909,9247354,9572001,live.pkl
1786617945,8943267925,90290758738809862,5,1173,0.629745,19.55,4912,-27,,2,3,1,0,-0.275741,2,,743,-0.0188542,0.0591608,,5126,128,4912,83028,9247354,9572001,live.pkl
1786617960,8943267925,90290758738809862,5,1188,0.629745,19.8,4912,186,,2,3,1,0,-0.275741,2,,689,-0.0200913,0.058177,,4841,128,4912,84432,9247354,9572001,live.pkl
1786617975,8943267925,90290758738809862,5,1202,0.665984,20.0333,4936,-12,793.18,2,3,1,0,-0.275741,2,2,669,-0.0206283,0.0577607,0.00824316,4876,128,4936,85456,9247354,9572001,live.pkl
1786617990,8943267925,90290758738809862,5,1218,0.622826,20.3,4086,-171,497.647,3,3,0,0,-0.275741,2,2,381,-0.0205601,0.0468181,0.00396366,4500,128,4086,87274,9247354,9572001,live.pkl
1786618006,8943267925,90290758738809862,5,1234,0.665984,20.5667,6411,1499,955.114,3,3,0,0,-0.275741,2,2,533,-0.0314888,0.0705273,0.00873604,6074,128,6411,90901,9247354,9572001,live.pkl
1786618021,8943267925,90290758738809862,5,1249,0.663366,20.8167,6430,1518,892.745,3,3,0,0,-0.275741,2,1,567,-0.0301425,0.069241,0.00750492,6326,128,6430,92864,9247354,9572001,live.pkl
1786618036,8943267925,90290758738809862,5,1264,0.629745,21.0667,6266,1330,684.706,3,3,0,0,-0.275741,2,1,73,-0.0392582,0.0664306,0.00434592,6576,128,6266,94324,9247354,9572001,live.pkl
1786618052,8943267925,90290758738809862,5,1280,0.629745,21.3333,6291,2205,708.824,3,3,0,0,-0.275741,2,1,-52,-0.0417454,0.0660105,0.0047649,6295,128,6291,95303,9247354,9572001,live.pkl
1786618067,8943267925,90290758738809862,5,1295,0.622826,21.5833,5840,-571,493.529,3,3,0,0,-0.275741,2,0,-127,-0.0395393,0.0604893,0.00196335,6280,128,5840,96546,9247354,9572001,live.pkl
1786618082,8943267925,90290758738809862,5,1310,0.622826,21.8333,6289,-141,615.294,3,3,0,0,-0.275741,2,0,61,-0.0381462,0.0643633,0.00339609,5737,128,6289,97711,9247354,9572001,live.pkl
1786618097,8943267925,90290758738809862,5,1325,0.622826,22.0833,6369,103,497.508,3,3,0,0,-0.275741,2,0,-178,-0.0430523,0.0644877,0.00166498,6271,128,6369,98763,9247354,9572001,live.pkl
1786618113,8943267925,90290758738809862,5,1341,0.622826,22.35,6492,201,559.216,3,3,0,0,-0.275741,2,0,-384,-0.0476389,0.0649382,0.00248743,6523,128,6492,99972,9247354,9572001,live.pkl
1786618128,8943267925,90290758738809862,5,1356,0.629745,22.6,6312,472,527.296,3,3,0,0,-0.275741,2,0,-145,-0.0401797,0.0615985,0.00206085,6591,128,6312,102470,9247354,9572001,live.pkl
1786618143,8943267925,90290758738809862,5,1371,0.794004,22.85,8110,1821,891.765,3,3,0,0,-0.275741,4,2,200,-0.0440089,0.078235,0.005643,8105,128,8110,103662,9247354,9572001,live.pkl
1786618159,8943267925,90290758738809862,5,1387,0.813417,23.1167,8418,2049,862.549,3,3,0,0,-0.275741,4,2,128,-0.0468492,0.0803843,0.00510481,8458,128,8418,104722,9247354,9572001,live.pkl
1786618174,8943267925,90290758738809862,5,1402,0.862944,23.3667,8937,2445,852.549,3,3,0,0,-0.275741,5,3,-193,-0.0555279,0.0842612,0.00466965,8348,128,8937,106063,9247354,9572001,live.pkl
1786618189,8943267925,90290758738809862,5,1412,0.891185,23.5333,9387,2895,886.645,3,4,1,0,-0.275741,5,3,-343,-0.0604043,0.0875188,0.00472721,9329,128,9387,107257,9247354,9572001,live.pkl
1786618205,8943267925,90290758738809862,5,1412,0.891185,23.5333,9387,2895,886.645,3,4,1,0,-0.275741,5,3,-343,-0.0604043,0.0875188,0.00472721,9329,128,9387,107257,9247354,9572001,live.pkl
1786618220,8943267925,90290758738809862,5,1412,0.891185,23.5333,9387,2895,886.645,3,4,1,0,-0.275741,5,3,-343,-0.0604043,0.0875188,0.00472721,9329,128,9387,107257,9247354,9572001,live.pkl
1786618235,8943267925,90290758738809862,5,1412,0.891185,23.5333,9387,2895,886.645,3,4,1,0,-0.275741,5,3,-343,-0.0604043,0.0875188,0.00472721,9329,128,9387,107257,9247354,9572001,live.pkl
