ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,radiant_t3_lost,dire_t3_lost,t3_adv,level_adv,lh_adv,dn_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,p_stratz,stratz_time,model
1786877202,8948533452,90291021862191109,5,369,0.321532,6.15,-1538,,,0,0,0,0,-0.678787,0,,133,0.0629987,0,0,0,-1,8,-4,-0.0777396,,-1238,128,-1538,19784,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877220,8948533452,90291021862191109,5,387,0.316788,6.45,-1697,,,0,0,0,0,-0.678787,0,,135,0.0657039,0,0,0,-3,0,-3,-0.0831333,,-1676,128,-1697,20413,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877237,8948533452,90291021862191109,5,404,0.317054,6.73333,-1643,,,0,0,0,0,-0.678787,0,,133,0.0629138,0,0,0,-3,-2,-3,-0.0778636,,-1610,128,-1643,21101,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877252,8948533452,90291021862191109,5,419,0.322679,6.98333,-1679,,,0,0,0,0,-0.678787,0,,308,0.0750857,0,0,0,0,0,-4,-0.0748384,,-1726,128,-1679,22435,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877269,8948533452,90291021862191109,5,436,0.316926,7.26667,-1756,-186,,0,0,0,0,-0.678787,0,,315,0.0748439,0,0,0,1,2,-5,-0.0751712,,-1679,128,-1756,23360,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877286,8948533452,90291021862191109,5,454,0.333656,7.56667,-1501,164,,0,0,0,0,-0.678787,0,,507,0.0813933,0,0,0,-1,3,-5,-0.0618944,,-1650,128,-1501,24251,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877303,8948533452,90291021862191109,5,471,0.341876,7.85,-1242,404,,0,0,0,0,-0.678787,1,,478,0.0687651,0,0,0,-1,7,-6,-0.0488861,,-1127,128,-1242,25406,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877318,8948533452,90291021862191109,5,485,0.335582,8.08333,-1437,268,,0,0,0,0,-0.678787,1,,497,0.0732833,0,0,0,-2,3,-6,-0.0554505,,-1370,128,-1437,25915,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877335,8948533452,90291021862191109,5,503,0.336709,8.38333,-1344,412,,0,0,0,0,-0.678787,1,,497,0.0666715,0,0,0,0,4,-7,-0.0493755,,-1320,128,-1344,27220,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877353,8948533452,90291021862191109,5,520,0.361728,8.66667,-1127,20,,0,0,0,0,-0.678787,1,,634,0.0685903,0,0,0,0,11,-6,-0.0396147,,-960,128,-1127,28449,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877369,8948533452,90291021862191109,5,537,0.364818,8.95,-1023,331,,0,0,0,0,-0.678787,1,,762,0.0738036,0,0,0,-1,16,-6,-0.0351269,,-1110,128,-1023,29123,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877385,8948533452,90291021862191109,5,552,0.338710,9.2,-1346,-61,,0,0,0,0,-0.678787,0,,523,0.062362,0,0,0,-2,14,-7,-0.0446642,,-1093,128,-1346,30136,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877402,8948533452,90291021862191109,5,569,0.339551,9.48333,-1358,-134,,0,0,0,0,-0.678787,0,,390,0.0524792,0,0,0,-1,15,-8,-0.0437387,,-1404,128,-1358,31048,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877419,8948533452,90291021862191109,5,586,0.317358,9.76667,-1894,-931,,1,0,-1,0,-0.678787,0,,147,0.0450811,0,0,0,0,10,-8,-0.0579914,,-1657,128,-1894,32660,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877435,8948533452,90291021862191109,5,603,0.315055,10.05,-1956,-863,,1,0,-1,0,-0.678787,0,,124,0.0436474,0,0,0,-2,11,-8,-0.0581071,,-1979,128,-1956,33662,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877452,8948533452,90291021862191109,5,619,0.319105,10.3167,-1681,-242,,1,0,-1,0,-0.678787,0,,213,0.0425659,0,0,0,-1,14,-8,-0.0486781,,-1863,128,-1681,34533,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877468,8948533452,90291021862191109,5,635,0.316210,10.5833,-2069,-847,,1,0,-1,0,-0.678787,0,,-21,0.0354352,0,0,0,-1,9,-9,-0.0582145,,-1681,128,-2069,35541,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877485,8948533452,90291021862191109,5,652,0.334450,10.8667,-1892,2,,1,1,0,0,-0.678787,0,,186,0.0420014,0,0,0,-1,7,-8,-0.050893,,-1862,128,-1892,37176,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877502,8948533452,90291021862191109,5,669,0.349463,11.15,-1432,524,59.8026,1,1,0,0,-0.678787,0,0,258,0.0368426,0,0,0,-1,19,-8,-0.0376011,0.0100258,-1967,128,-1432,38084,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877518,8948533452,90291021862191109,5,685,0.324771,11.4167,-1688,44,1.39535,1,1,0,0,-0.678787,-1,-1,48,0.0289218,0,0,0,0,18,-8,-0.0427992,0.00806276,-1647,128,-1688,39440,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877535,8948533452,90291021862191109,5,702,0.321608,11.7,-1847,15,-31.4851,1,1,0,0,-0.678787,-1,-1,38,0.0304263,0,0,0,1,14,-5,-0.0456309,0.00694972,-1536,128,-1847,40477,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877551,8948533452,90291021862191109,5,719,0.303038,11.9833,-2485,-632,-135.738,1,1,0,0,-0.678787,-1,-1,-173,0.028734,0,0,0,0,1,-6,-0.0596538,0.00414299,-1884,128,-2485,41657,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877568,8948533452,90291021862191109,5,736,0.310190,12.2667,-2047,-448,-58.2,1,1,0,0,-0.678787,0,0,106,0.0342639,0,0,0,0,-7,-6,-0.0479043,0.00545338,-1836,128,-2047,42731,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877585,8948533452,90291021862191109,5,752,0.333727,12.5333,-1886,-273,-57.01,1,1,0,0,-0.678787,0,0,431,0.0454782,0,0,0,-1,2,-6,-0.0425388,0.00478081,-2196,128,-1886,44336,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877601,8948533452,90291021862191109,5,768,0.319991,12.8,-1625,298,-85.6291,1,1,0,0,-0.678787,0,-1,524,0.0450434,0,0,0,-1,6,-6,-0.0357764,0.0023536,-1939,128,-1625,45421,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877618,8948533452,90291021862191109,5,785,0.329138,13.0833,-1584,901,-42.2368,1,1,0,0,-0.678787,0,-1,530,0.0439448,0,0,0,-1,9,-6,-0.0342191,0.00374701,-1698,128,-1584,46290,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877634,8948533452,90291021862191109,5,801,0.352595,13.35,-1062,985,65.3465,1,1,0,0,-0.678787,0,-1,1062,0.0584553,0,0,0,1,21,-6,-0.0222492,0.00576857,-1322,128,-1062,47732,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877650,8948533452,90291021862191109,5,818,0.336107,13.6333,-1307,471,-24.5545,1,1,0,0,-0.678787,0,-1,864,0.0523339,0,0,0,1,15,-6,-0.0268648,0.00306304,-1082,128,-1307,48651,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877667,8948533452,90291021862191109,5,834,0.307737,13.9,-2103,-605,-230.265,1,1,0,0,-0.678787,-1,-2,1090,0.0707633,0,0,0,-1,17,-6,-0.0422943,-0.00192757,-1357,128,-2103,49723,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877684,8948533452,90291021862191109,5,851,0.375128,14.1833,-1328,21,-1.37255,1,1,0,0,-0.678787,1,1,1280,0.0665581,0,0,0,2,10,-7,-0.026073,0.00357638,-1271,128,-1328,50934,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877700,8948533452,90291021862191109,5,868,0.366898,14.4667,-1504,-621,-29.2157,1,1,0,0,-0.678787,1,1,1328,0.0695627,0,0,0,0,4,-7,-0.0290718,0.00300582,-1211,128,-1504,51734,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877717,8948533452,90291021862191109,5,885,0.387491,14.75,-1105,311,108.235,1,1,0,0,-0.678787,1,1,1436,0.0670399,0,0,0,0,13,-8,-0.0208235,0.00596868,-1453,128,-1105,53065,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877734,8948533452,90291021862191109,5,901,0.391292,15.0167,-994,337,216.04,1,1,0,0,-0.678787,1,1,1472,0.0657887,0,0,0,2,19,-8,-0.0183877,0.00870071,-1026,128,-994,54058,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877751,8948533452,90291021862191109,5,918,0.402252,15.3,-761,585,188.571,1,1,0,0,-0.678787,1,1,1643,0.0685247,0,0,0,2,28,-8,-0.0138755,0.00710348,-829,128,-761,54845,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877767,8948533452,90291021862191109,5,934,0.388662,15.5667,-1149,221,148.911,1,1,0,0,-0.678787,1,1,1574,0.0685627,0,0,0,2,24,-8,-0.0203973,0.00664087,-967,128,-1149,56331,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877784,8948533452,90291021862191109,5,951,0.369356,15.85,-1773,-668,34.6535,1,1,0,0,-0.678787,1,1,1530,0.0729832,0,0,0,2,17,-8,-0.0311244,0.00446035,-1361,128,-1773,56965,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877800,8948533452,90291021862191109,5,968,0.306045,16.1333,-3066,-2107,-321.176,1,1,0,0,-0.678787,0,0,967,0.0658244,0,0,0,0,1,-8,-0.052412,-0.00287495,-2617,128,-3066,58498,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877817,8948533452,90291021862191109,5,985,0.343919,16.4167,-2852,-2212,-214.967,1,1,0,0,-0.678787,0,1,1069,0.0657888,0,0,0,0,10,-8,-0.0480119,-0.000597169,-3056,128,-2852,59402,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877834,8948533452,90291021862191109,5,1001,0.335703,16.6833,-3208,-1847,-295.686,1,1,0,0,-0.678787,0,1,971,0.064766,0,0,0,1,10,-8,-0.0527441,-0.00203895,-2661,128,-3208,60822,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877851,8948533452,90291021862191109,5,1018,0.372754,16.9667,-2551,-145,-106.471,1,1,0,0,-0.678787,1,2,1173,0.0620132,0,0,0,1,9,-8,-0.0402906,0.00168657,-2513,128,-2551,63315,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877867,8948533452,90291021862191109,5,1034,0.371993,17.2333,-2127,939,-41.9802,1,1,0,0,-0.678787,1,1,1276,0.0596606,0,0,0,2,14,-8,-0.0328367,0.00243388,-2469,128,-2127,64775,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877884,8948533452,90291021862191109,5,1051,0.370040,17.5167,-2046,615,-21.3289,1,1,0,0,-0.678787,1,1,1239,0.0564966,0,0,0,3,24,-8,-0.0308998,0.0025747,-2023,128,-2046,66214,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877901,8948533452,90291021862191109,5,1067,0.368004,17.7833,-2051,625,-78.2178,1,1,0,0,-0.678787,1,1,1189,0.0540604,0,0,0,3,21,-8,-0.030373,0.00123016,-2215,128,-2051,67527,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877917,8948533452,90291021862191109,5,1085,0.368630,18.0833,-2002,597,-86.6225,1,1,0,0,-0.678787,1,1,1084,0.0496305,0,0,0,2,23,-8,-0.0291302,0.000935524,-1999,128,-2002,68726,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877934,8948533452,90291021862191109,5,1101,0.367728,18.35,-1768,256,-144.079,1,1,0,0,-0.678787,1,1,1142,0.0484103,0,0,0,3,29,-8,-0.0252875,-0.000681017,-1719,128,-1768,69916,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877951,8948533452,90291021862191109,5,1118,0.318518,18.6333,-2892,-769,-317,1,1,0,0,-0.678787,0,0,913,0.05064,0,0,0,1,28,-8,-0.040319,-0.00269083,-1804,128,-2892,71728,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877968,8948533452,90291021862191109,5,1135,0.351402,18.9167,-2673,-565,-106.426,1,1,0,0,-0.678787,0,1,1229,0.0564088,0,0,0,4,31,-8,-0.0365668,0.00126817,-3055,128,-2673,73099,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786877985,8948533452,90291021862191109,5,1152,0.284811,19.2,-3333,-1615,-399.668,1,1,0,0,-0.678787,0,-1,1165,0.0595694,0,0,0,3,17,-8,-0.0448279,-0.00373853,-2965,128,-3333,74351,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786878001,8948533452,90291021862191109,5,1168,0.336990,19.4667,-2617,-849,-275.686,1,1,0,0,-0.678787,1,0,1337,0.0572609,0,0,0,3,17,-8,-0.0345748,-0.0021488,-3384,128,-2617,75691,10150538,9823272,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
