ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,radiant_t3_lost,dire_t3_lost,t3_adv,level_adv,lh_adv,dn_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,p_stratz,stratz_time,model
1786887789,8948879727,90291035322662926,5,728,0.191905,12.1333,-6491,,,2,0,-2,0,0.595768,-10,,-2528,-0.0309561,0,0,0,-4,0,4,-0.147305,,-7016,128,-6491,44065,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887806,8948879727,90291035322662926,5,745,0.212444,12.4167,-6328,,,2,0,-2,0,0.595768,-10,,-2452,-0.0293268,0,0,0,-3,8,4,-0.141941,,-6368,128,-6328,44582,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887822,8948879727,90291035322662926,5,762,0.212862,12.7,-6502,,,2,0,-2,0,0.595768,-10,,-2309,-0.0199408,0,0,0,-1,19,4,-0.140785,,-6346,128,-6502,46184,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887839,8948879727,90291035322662926,5,778,0.140502,12.9667,-8026,,,2,0,-2,0,0.595768,-12,,-2692,-0.0172387,0,0,0,-6,18,4,-0.168211,,-7312,128,-8026,47714,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887856,8948879727,90291035322662926,5,795,0.145321,13.25,-8001,-1553,,2,0,-2,0,0.595768,-11,,-2674,-0.0137695,0,0,0,-6,7,4,-0.163196,,-8064,128,-8001,49027,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887872,8948879727,90291035322662926,5,812,0.149530,13.5333,-8268,-1962,,2,0,-2,0,0.595768,-11,,-2875,-0.020477,0,0,0,-4,5,4,-0.162647,,-8001,128,-8268,50834,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887890,8948879727,90291035322662926,5,828,0.150851,13.8,-8143,-1551,,2,0,-2,0,0.595768,-11,,-2929,-0.0242393,0,0,0,-4,7,4,-0.158273,,-8056,128,-8143,51449,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887906,8948879727,90291035322662926,5,846,0.130859,14.1,-8617,-583,,2,0,-2,0,0.595768,-11,,-3129,-0.0265469,0,0,0,-6,-2,4,-0.16428,,-8279,128,-8617,52453,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887921,8948879727,90291035322662926,5,861,0.121666,14.35,-9420,-1419,,2,0,-2,0,0.595768,-12,,-3274,-0.0218059,0,0,0,-6,-1,4,-0.17655,,-9482,128,-9420,53356,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887938,8948879727,90291035322662926,5,877,0.114432,14.6167,-10197,-1929,,2,0,-2,0,0.595768,-13,,-3372,-0.0170548,0,0,0,-6,-4,4,-0.186892,,-9976,128,-10197,54561,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887953,8948879727,90291035322662926,5,893,0.101506,14.8833,-11863,-3741,,3,0,-3,0,0.595768,-14,,-3734,-0.0150818,0,0,0,-5,-9,3,-0.21052,,-10836,128,-11863,56351,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786887971,8948879727,90291035322662926,5,910,0.098112,15.1667,-11990,-3302,,3,0,-3,0,0.595768,-14,,-3952,-0.0211677,0,0,0,-5,-15,3,-0.209813,,-12094,128,-11990,57146,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
