ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,radiant_t3_lost,dire_t3_lost,t3_adv,level_adv,lh_adv,dn_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,p_stratz,stratz_time,model
1786733626,8945689437,90290939541843970,5,1537,0.174544,25.6167,-11730,,,3,2,-1,0,0.267631,-7,,1233,0.0903322,0,0,0,-5,-121,-5,-0.108033,,-11593,128,-11730,108578,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733643,8945689437,90290939541843970,5,1544,0.179606,25.7333,-11656,,,3,2,-1,0,0.267631,-7,,1263,0.0901523,0,0,0,-4,-117,-5,-0.107058,,-11636,128,-11656,108876,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733660,8945689437,90290939541843970,5,1549,0.193089,25.8167,-11250,,,3,2,-1,0,0.267631,-7,,1137,0.0845334,0,0,0,-4,-109,-5,-0.102738,,-11636,128,-11250,109502,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733676,8945689437,90290939541843970,5,1567,0.179173,26.1167,-11854,,,3,2,-1,0,0.267631,-7,,984,0.0838431,0,0,0,-4,-112,-5,-0.106722,,-11865,128,-11854,111074,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733692,8945689437,90290939541843970,5,1583,0.170748,26.3833,-12527,,,3,2,-1,0,0.267631,-7,,760,0.0831595,0,0,0,-5,-127,-5,-0.111384,,-12034,128,-12527,112467,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733709,8945689437,90290939541843970,5,1599,0.169983,26.65,-12702,-972,,3,2,-1,0,0.267631,-7,,774,0.083532,0,0,0,-6,-127,-5,-0.111523,,-12558,128,-12702,113896,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733725,8945689437,90290939541843970,5,1616,0.147275,26.9333,-12894,-1720,,3,2,-1,0,0.267631,-7,,619,0.0812892,0,0,0,-7,-129,-5,-0.111898,,-12684,128,-12894,115230,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733742,8945689437,90290939541843970,5,1632,0.131544,27.2,-13149,-1295,,3,2,-1,0,0.267631,-7,,568,0.081138,0,0,0,-8,-130,-5,-0.112975,,-12881,128,-13149,116389,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733758,8945689437,90290939541843970,5,1649,0.152154,27.4833,-12713,-197,,3,2,-1,0,0.267631,-7,,1139,0.0873812,0,0,0,-7,-123,-5,-0.10755,,-12859,128,-12713,118205,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733775,8945689437,90290939541843970,5,1665,0.157365,27.75,-12672,184,,3,2,-1,0,0.267631,-7,,1254,0.0885241,0,0,0,-7,-130,-5,-0.106273,,-12713,128,-12672,119240,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
1786733792,8945689437,90290939541843970,5,1682,0.149997,28.0333,-13226,-332,,3,2,-1,0,0.267631,-7,,1123,0.0882513,0,0,0,-7,-146,-5,-0.110195,,-13039,128,-13226,120024,,,,,ens_03+ens_05+ens_07+ens_11+ens_13.pkl
