ts,match_id,server_steam_id,game_state,game_time,p,minute,gold_adv,gold_adv_d1,gold_adv_slope5,radiant_towers_lost,dire_towers_lost,tower_adv,rax_adv,draft_logit,kills_adv,kills_adv_d5,nw_top_adv,nw_conc_adv,gold_adv_norm,gold_adv_norm_slope5,graph_gold_last,graph_gold_len,nw_adv,nw_total,team_id_radiant,team_id_dire,model
1786615102,8943235603,90290758714944520,5,1434,0.891185,23.9,8423,2366,-141.765,1,3,2,0,0.0224769,16,3,-1003,-0.0680125,0.0860341,-0.00917072,7994,128,8423,97903,5017210,10150538,live.pkl
1786615117,8943235603,90290758714944520,5,1449,0.891185,24.15,8235,1920,-281.902,1,3,2,0,0.0224769,16,2,-1005,-0.0666324,0.0832567,-0.0107413,8190,128,8235,98911,5017210,10150538,live.pkl
1786615133,8943235603,90290758714944520,5,1464,0.794004,24.4,7068,1081,-634.426,1,3,2,0,0.0224769,15,0,-1253,-0.0634912,0.0698391,-0.0145693,7553,128,7068,101204,5017210,10150538,live.pkl
1786615148,8943235603,90290758714944520,5,1480,0.794004,24.6667,7010,-687,-630.98,1,3,2,0,0.0224769,15,0,-1413,-0.065633,0.0684731,-0.0139706,7031,128,7010,102376,5017210,10150538,live.pkl
1786615163,8943235603,90290758714944520,5,1495,0.759223,24.9167,6850,-1573,-635.098,1,3,2,0,0.0224769,15,0,-1682,-0.0694622,0.0660279,-0.0136902,7012,128,6850,103744,5017210,10150538,live.pkl
1786615178,8943235603,90290758714944520,5,1510,0.750903,25.1667,6554,-1681,-591.344,1,3,2,0,0.0224769,15,0,-1814,-0.0694373,0.062201,-0.0126949,6610,128,6554,105368,5017210,10150538,live.pkl
1786615194,8943235603,90290758714944520,5,1525,0.742373,25.4167,5791,-1277,-731.213,1,3,2,0,0.0224769,15,0,-1692,-0.0627144,0.0544753,-0.0135112,5616,128,5791,106305,5017210,10150538,live.pkl
1786615209,8943235603,90290758714944520,5,1541,0.672048,25.6833,5602,-1408,-739.412,1,3,2,0,0.0224769,15,-1,-1811,-0.0632507,0.0520187,-0.0130303,5360,128,5602,107692,5017210,10150538,live.pkl
1786615224,8943235603,90290758714944520,5,1556,0.663366,25.9333,5684,-1166,-764.706,1,3,2,0,0.0224769,15,-2,-1685,-0.0604803,0.0520408,-0.0131263,5649,128,5684,109222,5017210,10150538,live.pkl
1786615240,8943235603,90290758714944520,5,1571,0.665984,26.1833,6338,-216,-536.656,1,3,2,0,0.0224769,15,-2,-1940,-0.06707,0.0569605,-0.0106066,5639,128,6338,111270,5017210,10150538,live.pkl
1786615255,8943235603,90290758714944520,5,1587,0.672048,26.45,7584,1793,-252.941,1,3,2,0,0.0224769,15,-2,-2096,-0.0758036,0.0676647,-0.00788485,7290,128,7584,112082,5017210,10150538,live.pkl
1786615270,8943235603,90290758714944520,5,1602,0.672048,26.7,7137,1535,-154.314,1,3,2,0,0.0224769,15,-2,-2151,-0.0736999,0.0629937,-0.00623886,7534,128,7137,113297,5017210,10150538,live.pkl
1786615285,8943235603,90290758714944520,5,1617,0.742373,26.95,6864,1180,94.623,1,3,2,0,0.0224769,15,-1,-2354,-0.0753382,0.0600325,-0.00279235,7283,128,6864,114338,5017210,10150538,live.pkl
1786615301,8943235603,90290758714944520,5,1632,0.874101,27.2,8290,1952,407.607,1,3,2,0,0.0224769,17,1,-1817,-0.072334,0.071468,-5.87406e-05,7886,128,8290,115996,5017210,10150538,live.pkl
1786615316,8943235603,90290758714944520,5,1648,0.891185,27.4667,8662,1078,440.588,1,3,2,0,0.0224769,17,1,-2033,-0.0767445,0.0733136,0.000109262,8255,128,8662,118150,5017210,10150538,live.pkl
1786615331,8943235603,90290758714944520,5,1663,0.862944,27.7167,7707,570,380.98,1,3,2,0,0.0224769,17,1,-2195,-0.073002,0.0640664,-0.000113145,8532,128,7707,120297,5017210,10150538,live.pkl
1786615347,8943235603,90290758714944520,5,1679,0.813417,27.9833,7245,381,232.941,1,3,2,0,0.0224769,17,1,-2363,-0.0731901,0.0598815,-0.00137431,7521,128,7245,120989,5017210,10150538,live.pkl
1786615362,8943235603,90290758714944520,5,1694,0.813417,28.2333,7478,-812,228.039,1,3,2,0,0.0224769,17,1,-2117,-0.0692805,0.060869,-0.00150776,7324,128,7478,122854,5017210,10150538,live.pkl
1786615377,8943235603,90290758714944520,5,1709,0.862944,28.4833,8031,-631,400.784,1,3,2,0,0.0224769,17,1,-2026,-0.0696773,0.0648168,9.84386e-05,7712,128,8031,123903,5017210,10150538,live.pkl
1786615393,8943235603,90290758714944520,5,1724,0.813417,28.7333,7281,-426,-81.8361,1,3,2,0,0.0224769,17,1,-2295,-0.0696317,0.0578036,-0.00432466,7809,128,7281,125961,5017210,10150538,live.pkl
1786615408,8943235603,90290758714944520,5,1740,0.813417,29,7182,-63,-243.333,1,3,2,0,0.0224769,17,1,-2238,-0.0678172,0.0565271,-0.00578568,7432,128,7182,127054,5017210,10150538,live.pkl
1786615423,8943235603,90290758714944520,5,1755,0.794004,29.25,6838,-640,-273.922,1,3,2,0,0.0224769,17,1,-2089,-0.0630024,0.0532024,-0.00589299,7043,128,6838,128528,5017210,10150538,live.pkl
1786615439,8943235603,90290758714944520,5,1770,0.891185,29.5,8271,240,235.882,1,3,2,0,0.0224769,17,2,-1988,-0.0680461,0.0643292,-0.00108038,7053,128,8271,128573,5017210,10150538,live.pkl
1786615454,8943235603,90290758714944520,5,1786,0.891185,29.7667,8614,1333,314.51,1,3,2,0,0.0224769,17,2,-1957,-0.0685789,0.0664138,-0.000403784,8350,128,8614,129702,5017210,10150538,live.pkl
1786615469,8943235603,90290758714944520,5,1801,0.862944,30.0167,8018,836,229.02,1,3,2,0,0.0224769,16,1,-1958,-0.0648543,0.0610793,-0.000970319,8537,128,8018,131272,5017210,10150538,live.pkl
1786615484,8943235603,90290758714944520,5,1816,0.891185,30.2667,8758,1920,432.157,1,3,2,0,0.0224769,18,3,-1459,-0.0600833,0.0659428,0.000733684,8246,128,8758,132812,5017210,10150538,live.pkl
1786615500,8943235603,90290758714944520,5,1831,0.928315,30.5167,9981,1710,821.569,1,3,2,0,0.0224769,19,4,-1389,-0.0637264,0.074449,0.0039164,8693,128,9981,134065,5017210,10150538,live.pkl
1786615515,8943235603,90290758714944520,5,1847,0.900990,30.7833,8958,344,658.039,1,3,2,0,0.0224769,19,4,-1681,-0.06265,0.0659501,0.00273164,9490,128,8958,135830,5017210,10150538,live.pkl
1786615530,8943235603,90290758714944520,5,1862,0.900990,31.0333,9107,1089,671.176,1,3,2,0,0.0224769,19,4,-1628,-0.0619076,0.0662217,0.00278056,9007,128,9107,137523,5017210,10150538,live.pkl
1786615546,8943235603,90290758714944520,5,1877,0.900990,31.2833,9457,699,611.569,1,3,2,0,0.0224769,19,4,-1809,-0.0654863,0.0680982,0.00218385,9353,128,9457,138873,5017210,10150538,live.pkl
1786615561,8943235603,90290758714944520,5,1893,0.928315,31.55,9601,-380,395.49,1,3,2,0,0.0224769,19,4,-2363,-0.0734534,0.0680136,6.83976e-05,9536,128,9601,141163,5017210,10150538,live.pkl
1786615576,8943235603,90290758714944520,5,1908,0.928315,31.8,9376,418,439.02,1,3,2,0,0.0224769,19,4,-2464,-0.0733976,0.0657328,0.00053708,9748,128,9376,142638,5017210,10150538,live.pkl
1786615591,8943235603,90290758714944520,5,1923,0.950907,32.05,9917,810,598.627,1,4,3,0,0.0224769,20,5,-2585,-0.0762627,0.0685866,0.00167726,9453,128,9917,144591,5017210,10150538,live.pkl
1786615607,8943235603,90290758714944520,5,1938,0.891185,32.3,10277,820,389.608,1,4,3,0,0.0224769,20,3,-2145,-0.0711947,0.0706687,-0.000156716,9249,128,10277,145425,5017210,10150538,live.pkl
1786615622,8943235603,90290758714944520,5,1954,0.950907,32.5667,11057,1456,469.608,1,4,3,0,0.0224769,21,4,-1826,-0.0696046,0.0752325,0.000376264,10095,128,11057,146971,5017210,10150538,live.pkl
1786615637,8943235603,90290758714944520,5,1969,0.950907,32.8167,11557,2181,754.902,1,4,3,0,0.0224769,21,4,-1645,-0.068651,0.0779304,0.00271842,10310,128,11557,148299,5017210,10150538,live.pkl
1786615652,8943235603,90290758714944520,5,1984,0.949153,33.0667,11021,1104,742.82,1,4,3,0,0.0224769,21,4,-1728,-0.0671847,0.0735768,0.00269417,11402,128,11021,149789,5017210,10150538,live.pkl
1786615668,8943235603,90290758714944520,5,1999,0.949153,33.3167,10355,78,565.967,1,4,3,0,0.0224769,21,4,-1900,-0.0662733,0.0685467,0.00151036,11120,128,10355,151065,5017210,10150538,live.pkl
1786615683,8943235603,90290758714944520,5,2015,0.929577,33.5833,10130,-927,411.569,1,4,3,0,0.0224769,21,4,-2287,-0.0700894,0.0664829,0.000326681,10735,128,10130,152370,5017210,10150538,live.pkl
1786615698,8943235603,90290758714944520,5,2030,0.949153,33.8333,10474,-1083,626.078,2,5,3,0,0.0224769,21,4,-2203,-0.0694541,0.0677026,0.00194098,10355,128,10474,154706,5017210,10150538,live.pkl
1786615714,8943235603,90290758714944520,5,2045,0.950907,34.0833,10811,-210,713.902,2,6,4,0,0.0224769,21,4,-2015,-0.0676003,0.069364,0.00252528,10277,128,10811,155859,5017210,10150538,live.pkl
1786615729,8943235603,90290758714944520,5,2061,0.950907,34.35,11437,1082,901.765,2,6,4,0,0.0224769,21,4,-1733,-0.0663218,0.0730822,0.003898,11252,128,11437,156495,5017210,10150538,live.pkl
1786615744,8943235603,90290758714944520,5,2076,0.950907,34.6,11049,919,544.706,2,6,4,0,0.0224769,21,4,-1960,-0.0672702,0.0700159,0.00111504,11429,128,11049,157807,5017210,10150538,live.pkl
1786615759,8943235603,90290758714944520,5,2091,0.950907,34.85,11621,1147,591.541,2,6,4,0,0.0224769,21,4,-1803,-0.0670197,0.0730398,0.00130348,11486,128,11621,159105,5017210,10150538,live.pkl
1786615775,8943235603,90290758714944520,5,2106,0.950907,35.1,11374,563,660.197,2,6,4,0,0.0224769,21,5,-1844,-0.0665433,0.0709934,0.00195032,11580,128,11374,160212,5017210,10150538,live.pkl
1786615790,8943235603,90290758714944520,5,2122,0.949153,35.3667,11399,-38,517.843,2,6,4,0,0.0224769,21,3,-1691,-0.064373,0.0707744,0.000947371,11439,128,11399,161061,5017210,10150538,live.pkl
1786615805,8943235603,90290758714944520,5,2137,0.950907,35.6167,12151,1102,425.49,2,6,4,0,0.0224769,22,3,-1200,-0.0609564,0.0749326,9.48366e-05,11569,128,12151,162159,5017210,10150538,live.pkl
1786615820,8943235603,90290758714944520,5,2152,0.950907,35.8667,12504,883,697.574,2,6,4,0,0.0224769,22,3,-1280,-0.0626016,0.0764715,0.00206978,12079,128,12504,163512,5017210,10150538,live.pkl
1786615836,8943235603,90290758714944520,5,2168,0.950907,36.1333,12712,1338,706.863,2,6,4,0,0.0224769,22,3,-1386,-0.0640104,0.0769352,0.00210069,12352,128,12712,165230,5017210,10150538,live.pkl
1786615851,8943235603,90290758714944520,5,2183,0.950907,36.3833,12795,1396,654.51,2,6,4,0,0.0224769,22,3,-1207,-0.061322,0.0766806,0.00168282,12956,128,12795,166861,5017210,10150538,live.pkl
1786615866,8943235603,90290758714944520,5,2198,0.972028,36.6333,13854,1703,836.656,2,6,4,0,0.0224769,23,4,-226,-0.0523466,0.0823457,0.00281943,12917,128,13854,168242,5017210,10150538,live.pkl
1786615882,8943235603,90290758714944520,5,2213,0.991736,36.8833,16459,3955,1393.38,2,6,4,0,0.0224769,23,4,109,-0.0555188,0.0954848,0.00585284,13987,128,16459,172373,5017210,10150538,live.pkl
1786615897,8943235603,90290758714944520,5,2229,0.979101,37.15,16309,3597,1253.33,2,6,4,0,0.0224769,23,3,512,-0.0498654,0.0937671,0.00493735,14875,128,16309,173931,5017210,10150538,live.pkl
1786615912,8943235603,90290758714944520,5,2244,0.979101,37.4,16697,3902,1258.82,2,6,4,0,0.0224769,23,3,736,-0.0482906,0.0953869,0.0048467,16318,128,16697,175045,5017210,10150538,live.pkl
1786615928,8943235603,90290758714944520,5,2259,0.991736,37.65,17076,3222,1184.07,2,6,4,0,0.0224769,23,2,891,-0.0471827,0.0967216,0.00422735,16725,128,17076,176548,5017210,10150538,live.pkl
1786615943,8943235603,90290758714944520,5,2274,0.991736,37.9,17659,1200,1200.39,2,6,4,0,0.0224769,23,2,868,-0.0488132,0.0993781,0.00421923,17005,128,17659,177695,5017210,10150538,live.pkl
1786615958,8943235603,90290758714944520,5,2290,0.979101,38.1667,17306,997,1232.35,2,6,4,0,0.0224769,23,2,885,-0.0468048,0.0966956,0.00453309,17602,128,17306,178974,5017210,10150538,live.pkl
1786615973,8943235603,90290758714944520,5,2305,0.991736,38.4167,18543,1846,1605.49,2,6,4,0,0.0224769,23,2,1411,-0.044047,0.102676,0.00669205,17486,128,18543,180597,5017210,10150538,live.pkl
1786615989,8943235603,90290758714944520,5,2320,0.991736,38.6667,18522,1446,1650.89,2,6,4,0,0.0224769,23,2,1415,-0.0437301,0.102286,0.00704329,18435,128,18522,181080,5017210,10150538,live.pkl
1786616004,8943235603,90290758714944520,5,2336,0.991736,38.9333,21280,3621,2118.82,2,6,4,0,0.0224769,24,3,1994,-0.0471803,0.117146,0.00969474,18674,128,21280,181654,5017210,10150538,live.pkl
1786616019,8943235603,90290758714944520,5,2351,0.991736,39.1833,21871,4565,2168.63,2,6,4,0,0.0224769,25,4,2111,-0.0475319,0.119868,0.00990275,19750,128,21871,182459,5017210,10150538,live.pkl
1786616034,8943235603,90290758714944520,5,2366,0.979101,39.4333,16642,-1901,1023.93,2,6,4,0,0.0224769,23,2,-277,-0.0561618,0.0898625,0.00330105,21101,128,16642,185194,5017210,10150538,live.pkl
1786616050,8943235603,90290758714944520,5,2381,0.929577,39.6833,13935,-4587,567.738,2,6,4,0,0.0224769,22,1,-874,-0.0541216,0.0750246,0.000985323,16345,128,13935,185739,5017210,10150538,live.pkl
1786616065,8943235603,90290758714944520,5,2397,0.891185,39.95,12920,-8360,254.706,2,6,4,0,0.0224769,22,1,-1421,-0.0563306,0.0689508,-0.000801769,14384,128,12920,187380,5017210,10150538,live.pkl
1786616080,8943235603,90290758714944520,5,2412,0.891185,40.2,10102,-11769,-249.412,3,6,3,0,0.0224769,22,1,-2230,-0.0558372,0.0535495,-0.00342039,12722,128,10102,188648,5017210,10150538,live.pkl
1786616096,8943235603,90290758714944520,5,2427,0.891185,40.45,9238,-7404,-425.115,3,6,3,0,0.0224769,22,1,-2747,-0.0581949,0.0486052,-0.00436116,10991,128,9238,190062,5017210,10150538,live.pkl
1786616111,8943235603,90290758714944520,5,2442,0.862944,40.7,7558,-6377,-903.541,4,6,2,0,0.0224769,22,0,-3522,-0.0604937,0.0393662,-0.00699667,9324,128,7558,191992,5017210,10150538,live.pkl
1786616126,8943235603,90290758714944520,5,2458,0.862944,40.9667,8056,-4864,-872.157,4,6,2,0,0.0224769,22,0,-3642,-0.0633463,0.0419347,-0.0067719,7816,128,8056,192108,5017210,10150538,live.pkl
1786616141,8943235603,90290758714944520,5,2473,0.891185,41.2167,8713,-1389,-786.689,4,6,2,0,0.0224769,22,0,-3855,-0.0665615,0.0447043,-0.0063405,7494,128,8713,194903,5017210,10150538,live.pkl
1786616157,8943235603,90290758714944520,5,2488,0.891185,41.4667,9325,87,-682.623,4,6,2,0,0.0224769,22,0,-3392,-0.0632698,0.0474881,-0.00574279,8735,128,9325,196365,5017210,10150538,live.pkl
1786616172,8943235603,90290758714944520,5,2504,0.813417,41.7333,9865,2307,-782.157,4,6,2,0,0.0224769,22,-1,-3308,-0.0642606,0.0502924,-0.00628496,9053,128,9865,196153,5017210,10150538,live.pkl
1786616187,8943235603,90290758714944520,5,2519,0.813417,41.9833,10163,2107,-1234.51,4,6,2,0,0.0224769,22,-1,-3038,-0.0623634,0.051682,-0.00858879,9261,128,10163,196645,5017210,10150538,live.pkl
1786616202,8943235603,90290758714944520,5,2534,0.813417,42.2333,10246,1533,-1192.72,4,6,2,0,0.0224769,22,-1,-2932,-0.0614917,0.0520302,-0.00821053,10163,128,10246,196924,5017210,10150538,live.pkl
1786616218,8943235603,90290758714944520,5,2549,0.891185,42.4833,11764,2439,-970.426,4,6,2,0,0.0224769,24,1,-2253,-0.0592055,0.0593973,-0.00707991,10259,128,11764,198056,5017210,10150538,live.pkl
1786616233,8943235603,90290758714944520,5,2565,0.891185,42.75,14058,4193,-591.765,4,6,2,0,0.0224769,25,2,-849,-0.0512859,0.070397,-0.00516168,11757,128,14058,199696,5017210,10150538,live.pkl
1786616248,8943235603,90290758714944520,5,2580,0.891185,43,14795,4632,-561.569,4,6,2,0,0.0224769,25,2,-470,-0.0489737,0.0732451,-0.00512412,14322,128,14795,201993,5017210,10150538,live.pkl
1786616263,8943235603,90290758714944520,5,2595,0.891185,43.25,14510,4264,-550.033,4,6,2,0,0.0224769,25,2,-470,-0.0468423,0.0708102,-0.00509221,14347,128,14510,204914,5017210,10150538,live.pkl
1786616279,8943235603,90290758714944520,5,2610,0.928315,43.5,15983,4219,-503.607,4,6,2,0,0.0224769,25,2,-337,-0.0491012,0.07726,-0.0049999,14998,128,15983,206873,5017210,10150538,live.pkl
1786616294,8943235603,90290758714944520,5,2626,0.928315,43.7667,15967,1909,-500.98,4,6,2,0,0.0224769,25,2,17,-0.0450963,0.0764941,-0.00505729,14807,128,15967,208735,5017210,10150538,live.pkl
1786616309,8943235603,90290758714944520,5,2641,0.928315,44.0167,16158,1363,-1007.61,4,7,3,0,0.0224769,25,1,196,-0.0433451,0.0767703,-0.00794272,15722,128,16158,210472,5017210,10150538,live.pkl
1786616324,8943235603,90290758714944520,5,2656,0.950907,44.2667,18362,3852,-690.295,4,7,3,2,0.0224769,25,0,982,-0.0416562,0.0862179,-0.0066197,16123,128,18362,212972,5017210,10150538,live.pkl
1786616340,8943235603,90290758714944520,5,2671,0.891185,44.5167,14844,-1139,-353.705,4,7,3,2,0.0224769,24,1,691,-0.0347285,0.0696496,-0.00397631,18227,128,14844,213124,5017210,10150538,live.pkl
1786616355,8943235603,90290758714944520,5,2687,0.928315,44.7833,13750,-2217,-36.2745,4,7,3,2,0.0224769,24,2,914,-0.030091,0.0644572,-0.00207205,15361,128,13750,213320,5017210,10150538,live.pkl
1786616370,8943235603,90290758714944520,5,2702,0.891185,45.0333,12112,-4046,-158.951,4,7,3,2,0.0224769,23,1,618,-0.027991,0.0563732,-0.00247429,11960,128,12112,214854,5017210,10150538,live.pkl
1786616386,8943235603,90290758714944520,5,2717,0.891185,45.2833,10096,-8266,-1.18033,4,7,3,2,0.0224769,22,0,-681,-0.0336394,0.0461434,-0.00145692,13495,128,10096,218796,5017210,10150538,live.pkl
1786616401,8943235603,90290758714944520,5,2733,0.891185,45.55,9106,-5738,-25.8824,4,7,3,2,0.0224769,22,0,-1138,-0.0349729,0.0413785,-0.001417,12019,128,9106,220066,5017210,10150538,live.pkl
1786616416,8943235603,90290758714944520,5,2748,0.891185,45.8,8105,-5645,107.255,4,7,3,2,0.0224769,22,0,-1911,-0.0392365,0.0366323,-0.000536069,9276,128,8105,221253,5017210,10150538,live.pkl
1786616432,8943235603,90290758714944520,5,2763,0.874101,46.05,7476,-4636,-114.098,4,7,3,2,0.0224769,22,0,-2497,-0.0426714,0.0336012,-0.00163938,7949,128,7476,222492,5017210,10150538,live.pkl
1786616447,8943235603,90290758714944520,5,2779,0.874101,46.3167,6945,-3151,-346.667,4,7,3,2,0.0224769,22,0,-3023,-0.0458126,0.031064,-0.00267457,7519,128,6945,223571,5017210,10150538,live.pkl
1786616462,8943235603,90290758714944520,5,2794,0.874101,46.5667,6781,-2325,-498.824,4,7,3,2,0.0224769,22,0,-3368,-0.0481287,0.0301326,-0.00340305,7155,128,6781,225039,5017210,10150538,live.pkl
1786616477,8943235603,90290758714944520,5,2809,0.862944,46.8167,5684,-2421,-822.492,5,7,2,2,0.0224769,22,0,-3907,-0.0497789,0.0251326,-0.00494945,7025,128,5684,226160,5017210,10150538,live.pkl
1786616493,8943235603,90290758714944520,5,2824,0.794004,47.0667,4836,-2640,-1047.93,5,7,2,2,0.0224769,22,0,-3691,-0.0451773,0.0211484,-0.00600661,6337,128,4836,228670,5017210,10150538,live.pkl
